Region (Bhf);Techn. Platz (Bhf);Bezeichnung (Bhf);Bezeichn. TP (EQ);Equipment (EQ);Bezeichnung (EQ);Postleitzahl (EQ);Ort (Bhf);Standort EQ;Hersteller (EQ);Baujahr (EQ);Klassenbezeichnung;ANTRIEBSART;ANZAHL_HALTESTELLEN;ANZAHL_TUEREN_KABINE;ANZAHL_TUEREN_SCHACHT;FOERDERGESCHWINDIGKEIT;FOERDERHOEHE;LAGE;TRAGKRAFT;ERWEITERTE_ORTSANGABE;MIN_TUERBREITE;KABINENTIEFE;KABINENBREITE;KABINENHOEHE;AUSFTEXTLICHEBESCHREIBUNG;TUERHOHE;FABRIKNUMMER;TUERART;GEOKOORDINATERECHTSWERTNEU;GEOKOORDINATEHOCHWERTNEU;NAMEGEMAESSWEGELEITSYSTEM;VERKEHRENDEVERKEHRSMITTEL
5;1854;Frankfurt am Main Stadion;Personenunterführung (alt);10315763;Personenaufzug HA 187  46101-002    NEU;60528;Frankfurt am Main;GLEIS 4/5;OTIS GmbH & Co. OHG;2006;Personenaufzüge;SEIL;2;2;2;;;INTEGRIERT;10500000;;;;;;zu Gleis 4/5;;;;8,632774;50,0681167;;
1;5026;Prenzlauer Allee;S-Bahnsteig 01;10455452;AZ Gl. 1-2 / Fabrik-Nr: 284010101;10409;Berlin;;Thyssen Krupp;2011;Personenaufzüge;SEIL;2;2;2;10000;60700;AUßEN;10500000;"GL1/2;AUSGANG";9000000;20000000;11000000;22000000;zu Gleis 1/2 (S-Bahn);21000000;284010101;ES2;13,4267267;52,5445399;;
4;1690;Essen Hbf;Fahrstuhl 2;10574877;Personenaufzug Rechts;45127;Essen;;ThyssenKrupp Aufzüge;2015;Personenaufzüge;SEIL;7;2;7;16000;;;10000000;"1UG;1ZG0OG;1OG;2OG;3OG;4OG";;;;;;;282215088;;;;;
4;1400;Düsseldorf Flughafen;Bahnsteig 01 (Gleis 1);10212148;HA 1091;40474;Düsseldorf;;OTIS GmbH & Co. OHG;2000;Personenaufzüge;HYDRAULISCH;2;1;2;4000;70000;;25000000;;;;;;zu Gleis 1;;;;6,78719;51,2916;;
1;1071;Berlin Hauptbahnhof;Gleis 3/4   2.Untergeschoss;10315425;F.PA 2 E-2 Gl. 3/4 Abs C/D 47NP8571;10557;Berlin;01;OTIS GmbH & Co. OHG;2005;Personenaufzüge;SEIL;5;1;5;6300;250000;;23000000;"GL3;GL4;GL13;GL14;2UG;1UG;0OG;";11000000;24600000;24600000;25100000;Gleis 3/4 (C/D) - Gleis 13/14;21000000;47NP8571;ZS2;13,3693077;52,5250088;;
7;4593;Nürnberg Hbf;Bahnsteig 04 - Gleis 06/07;10201301;Personenaufzug Gl 6/7 (HA0019);90443;Nürnberg;GLEIS 6/7;Thyssen Krupp;2000;Personenaufzüge;SEIL;2;2;2;5200;40500;GLEIS 6/7;10500000;UNTERFÜHRUNG WEST;9000000;21000000;11500000;21500000;zu Gleis 6/7 Abschnitt F;20000000;25252880;ES2;11,0812564;49,4452494;;
4;3322;Köln Trimbornstrasse;S-Bahnsteig 01;10035616;HA 0010 Aufzugsanlage;51105;Köln-Kalk;S-BAHNGLEIS;OTIS;1991;Personenaufzüge;SEIL;2;2;2;5000;69400;;6300000;;;;;;zu Gleis 1/2 (S-Bahn);;;;6,997654845;50,93553976;;
1;3511;Landsberger Allee;S-Bahnsteig 01;10464313;AZ Gl. 1-2 / Fabrik-Nr: 284011109;10407;Berlin;;Thyssen Krupp;2012;Personenaufzüge;SEIL;2;2;2;10000;58850;AUßEN;10500000;"GL1/2;VELODROM";10000000;21000000;11000000;22000000;zu Gleis 1/2 (S-Bahn);21000000;284011109;ZS2;13,4547074;52,5296121;;
7;3700;Lichtenfels;Überdachung vor Service;10277659;Personenaufzüge* HA2018 Haus.-Bstg;96215;Lichtenfels;EHEM. HAUSBAHNSTEIG;Thyssen Krupp;2002;Personenaufzüge;HYDRAULISCH;2;2;2;;31500;EHEMALIGER HAUSBAHNSTEIG;10500000;BAHNSTEIGMITTE;9000000;21000000;11000000;21500000;von EG zu Tunnel;21000000;252521714;ES2;11,059385;50,1461664;;
5;739;Bodenheim;Bahnsteig 2;10138800;Personenaufzug Gl.2/3 (HA MZ 57);55294;Bodenheim;;Tepper;2004;Personenaufzüge;SEIL;2;1;2;10000;50000;;10000000;;;;;;zu Gleis 2/3;21000000;23826;;8,3124731;49,9296606;;
2;573;Bernburg;Hausbahnsteig;10445647;Personenaufzug Bstg 1;6406;Bernburg;HAUSBAHNSTEIG;Thyssen Krupp;2011;Personenaufzüge;SEIL;2;2;2;10000;42400;AUßEN;10000000;;;;;;zu Gleis 1;;;;11,7514802;51,7958525;;
2;1040;Chemnitz Hbf;Bahnsteig 13/14;10011706;Personenaufzug A3 - Unterführung;9111;Chemnitz;BSTG 13 UNTERFÜHRUNG;OTIS GmbH & Co. OHG;1998;Personenaufzüge;HYDRAULISCH;2;1;2;4100;52200;;10000000;;;;;;zu Gleis 13/14;;;;12,9310391;50,8390855;;
7;2888;Holzkirchen;Bahnsteig C;10334924;HA 0222 Personenaufzug Gleis 4/5;83607;Holzkirchen;BSTG 3 G. 4/5;OTIS GmbH & Co. OHG;2000;Personenaufzüge;SEIL;2;2;2;5000;37900;GLEIS 4/5;14000000;BAHNSTEIGMITTE;10000000;18000000;16500000;22000000;zu Gleis 4/5;21000000;47KPO461ES2;;11,6974177;47,8844716;;
1;1071;Berlin Hauptbahnhof;Schacht Aufzug BO.A36;10451245;FeuerwehrAZ A36 Lobby SO 1023926 NRR;10557;Berlin;SO.00.A36;Schindler;2010;Personenaufzüge;SEIL;11;1;11;25000;421100;INNEN;13500000;;;;;;;;;;;;;
6;904;Bruchsal;Bahnsteig 1  Gl.1/6/8;10278527;PAufzug_Bstg.1;76646;Bruchsal;HA 0048;ThyssenKrupp Aufzüge GmbH;2003;Personenaufzüge;SEIL;2;1;2;10000;40000;;10500000;;;;;;zu Gleis 1;;231712194;;8,5901208;49,1245597;;
3;5726;Schwarzenbek;Bahnsteig 01 Gl. 1;10347978;Personenaufzug Bstg 1;21493;Schwarzenbek;TUNNEL/BSTG. 1;Thyssen Krupp;2002;Personenaufzüge;SEIL;2;2;2;10000;44200;AUßEN;10500000;;;;;;zu Gleis 1;;;;10,48378733;53,5039196;;
3;4465;Neuwiedenthal;S-Bahnsteig Gleis 1/2;10358755;Personenaufzug HA 206;21147;Hamburg;ZUGANGSANLAGE WEST;OTIS GmbH & Co. OHG;2008;Personenaufzüge;SEIL;2;2;2;10000;53300;AUßEN;10500000;;10000000;21000000;11000000;22000000;zu Gleis 1/2 (S-Bahn);21000000;47KAE771;;9,875653;53,4730844;;
3;4345;Nettelnburg;S-Bahnsteig Gleis 1/2;10448197;Personenaufzug HA 027;21035;Hamburg;S-BAHNSTEIG;ThyssenKrupp Aufzüge GmbH;2011;Personenaufzüge;HYDRAULISCH;2;1;2;10000;44800;AUSSEN;10500000;;10000000;17000000;12000000;21500000;zu Gleis 1/2 (S-Bahn);20000000;281009086;;10,1812701;53,48794603;;
7;6294;Tutzing;Außenbahnsteig (Hausbstg.) Gleis 1;10478630;HA 0034 Personenaufzug Gl.1;82327;Tutzing;HAUSBAHNSTEIG;Thyssen Krupp;2013;Personenaufzüge;SEIL;2;2;2;10000;40900;GLEIS 1;10500000;BAHNSTEIGMITTE;10000000;21000000;11000000;21500000;zu Gleis 1;21000000;285013030;ES2;11,2730914;47,9071947;;
6;613;Biberach (Riß);Bahnsteig 02;10431484;PAufzug_HA0503_Gleis 2/3;88400;Biberach (Riß);;Thyssen Krupp;2008;Personenaufzüge;SEIL;2;4;2;10000;42900;OBEN;10500000;;;;;;zu Gleis 2/3;;;;9,7934293;48,101637;;
7;4599;Nürnberg-Eibach;S-Bahnsteig 02 / Zugang West - Richt.Nür;10086916;Personenaufzug Bst. 2/3 (HA4016);90451;Nürnberg;BAHNSTEIG 2/3;OTIS GmbH & Co. OHG;2000;Personenaufzüge;HYDRAULISCH;2;1;2;5000;45400;GLEIS 2/3;10000000;BAHNSTEIGENDE NORD;9000000;21000000;11000000;22000000;zu Gleis 2/3 (S-Bahn);21000000;47KP2416;ES2;11,0479687;49,4100044;;
1;5365;Rostock Hbf;1. Untergeschoss;10597635;AZ C2 (Bstg.7) Nr. 281117036;18055;Rostock;;Fa. ThyssenKrupp Aufzüge GmbH;2018;Personenaufzüge;SEIL;3;1;3;10000;112610;AUßEN;10000000;"GL3;GL4;GL5;GL6:GL7;PU1UG;PU2U";10000000;;;23000000;Gleis 3-7 (C2) - 1.UG - 2.UG;21000000;281117036;;12.1308149;54,0784119;;
2;4349;Netzschkau;Netzschkau Bahnsteig 1;10096765;Personenaufzug - Bstg. 1;8491;Netzschkau;BAHNSTEIG 1;Orba-Lift Aufzugsdienst GmbH;1999;Personenaufzüge;HYDRAULISCH;2;2;2;3700;57000;;10500000;;;;;;zu Gleis 1/2;;;;12,24444205;50,6109231;;
7;4416;Neumarkt (Oberpf);Bahnsteig Gleis 1;10085413;Personenaufzug Bstg 1 (HA 4232);92318;Neumarkt (Oberpf);BSTG. 1;Thyssen Krupp;2002;Personenaufzüge;SEIL;2;2;2;;41000;INTEGRIERT;10500000;GLEIS 1;9000000;21000000;11000000;22000000;zu Gleis 1;21000000;25251061;ES1;11,4570443;49,2733995;;
1;1077;Cottbus Hbf;Raum 044 (Aufzugsraum Ost);10012394;Person-Lastenaufzug m. Schaltschrank NRR;3048;Cottbus;RAUM 044 AUFZUGSRAUM B.POL;VEB AWL Leipzig;1977;Personenaufzüge;HYDRAULISCH;4;1;4;1700;110000;INTEGRIERT;5000000;"1UG;0OG;1OG;2OG";7700000;13300000;10000000;20200000;;19800000;011432;D1;14,324738;51,751182;;
1;4809;Ostkreuz;Vorplatz Nord;10464408;AZ 1 Gl 11-12 Nord/Fabrik-Nr: 284011070;10245;Berlin;;Thyssen Krupp;2012;Personenaufzüge;SEIL;2;2;4;10000;78680;AUßEN;14500000;AUSGANG SONNTAGSTR - RINGHALLE;10000000;21000000;14000000;22000000;Sonntagstraße zu Gleis 11/12;21000000;284011070;ZS2;13,4695671;52,5036573;;
3;6310;Uelzen;Bahnsteig Gleis 102/103;10091217;Personenaufzug 47 NAE 580;29525;Uelzen;BAHNSTEIG E GLEIS 102/103;OTIS GmbH & Co. OHG;2006;Personenaufzüge;SEIL;2;2;2;10000;41500;BAHNSTEIG E GLEIS 102/103;10500000;;9500000;22000000;;21000000;zu Gleis 102/103 Abschnitt C;21000000;;;10,55387708;52,96998956;;
6;3148;Kehl;Kehl, Bahnsteig 1 (Gleis 1);10265303;PAufzug_Kehl_Bstg. 1, Gleis 1/5;77694;Kehl;BAHNSTEIG 1, GLEIS 1/5;Kone;2004;Personenaufzüge;SEIL;2;2;2;10000;50700;;10000000;;;;;;zu Gleis 1/5;;;;7,806418061;48,57642183;;
4;1401;Düsseldorf Hbf;Treppenhaus;10505446;Personenaufzug Uhrenturm HA 1101;40210;Düsseldorf;;Schindler GmbH;2016;Personenaufzüge;SEIL;4;;;;;INNEN;16000000;;;;;;zur BPOL/Bahnhofsmanagement;;10811599;;6.79224;51.21985;;
7;3971;Markt Schwaben;Unterführung als Bahnsteigszugang;10456613;HA 1064 Personenaufzug PU/Bahnsteig;85570;Markt Schwaben;NORD UNTERFÜHRUNG;OTIS GmbH & Co. OHG;2011;Personenaufzüge;SEIL;3;2;3;;;;16500000;;;;;;von EG zu Tunnel (Nord);;;;11,8609685;48,1931816;;
2;1076;Coswig (Bz Dresden);Inselbahnsteig 3/4;10500224;Personenaufzug Bstg 3/4;1640;Coswig;;;2015;Personenaufzüge;SEIL;2;1;2;;;AUßEN;;;;;;;zu Gleis 3/4;;;;13,5789745;51,1229498;;
5;1818;Flörsheim (Main);Personentunnel;10334000;HA 267   46101-001 Gleis 1;65439;Flörsheim (Main);GLEIS 1;OTIS GmbH & Co. OHG;2006;Personenaufzüge;SEIL;2;;;;38500;;;;;;;;zu Gleis 1;;;;8,4315743;50,0175597;;
6;3107;Karlsruhe Hbf;Hausbahnsteig / Zugang Gl. 101-104;10463060;PAufzug_ _Bstg. 101;76137;Karlsruhe;;OTIS GmbH & Co. OHG;2012;Personenaufzüge;SEIL;2;;;;;;;;;;;;zu Gleis 101;;47KAM407;;8,4006089;48,9938141;;
6;8050;HD-Weststadt/Südstadt;Bahnsteig 2;10257344;PAufzug_Thyssen 23 13 23 046_Bstg.2;69115;Heidelberg;BAHNSTEIG 2;Thyssen Krupp;2004;Personenaufzüge;SEIL;2;2;2;10000;66060;AUßEN;10500000;BAHNSTEIG 2;;;;;zu Gleis 2;;231323046;;8,6891356;49,3983134;;
2;3881;Magdeburg Hbf;Bahnsteig 1/2;10567717;Personenaufzug Bstg  1/2;39104;Magdeburg;;;2019;Personenaufzüge;HYDRAULISCH;2;2;2;10000;42100;;10500000;;;;;;zu Gleis 1/2;21000000;11201503;;11.6275686;52.1305536;;
4;2722;Herne;Bstg. 2 Gl. 6+7 Ri DO;10491667;Personenaufzug Bstg. 2 Gl. 6/7;44623;Herne;BSTG. 2 GL. 6/7;Thyssen Krupp;2014;Personenaufzüge;SEIL;2;;;;;;;;;;;;zu Gleis 6/7;;282213026;;7,21803;51,5435194;;
5;1866;Frankfurt (Main) Hbf;Querbahnsteig;10020388;Personenaufzug HA 282    46101-021;60329;Frankfurt am Main;GLASAUFZUG  - COSMOPOLITAN;Rieser Aufzugsbau GmbH;1997;Personenaufzüge;HYDRAULISCH;2;1;2;9500;56650;OBEN;15000000;;;;;;von EG zu 1.OG;;;;8,6638005;50,1062542;;
7;4596;Nürnberg Rothenburger Straße;S-Bahnsteig 01;10469091;Personenaufzug S-Bstg (HA4037);90443;Nürnberg;BSTG.;Thyssen Krupp;2012;Personenaufzüge;SEIL;2;2;2;;65100;BAHNSTEIG;10500000;BAHNSTEIGENDE;10000000;21000000;11000000;22000000;zu Gleis 1 (S-Bahn);21000000;285112015;ZS2;11,0554716;49,4453222;;
3;4795;Osterholz-Scharmbeck;Außenanlage Zuwegung;10475119;Personenaufzug am EG (281311040);27711;Osterholz-Scharmbeck;ZUWEGUNG NEBEN EG;Thyssen Krupp;2012;Personenaufzüge;SEIL;2;2;2;10000;44950;AUßEN;10000000;;;;;;von EG zu Tunnel;;281311040;;8,7976473;53,222842;;
1;8214;Waßmannsdorf;Zugangsbauwerk Gleis 1 Ri. BER;10466002;AZ Gl. 1 (Ri BER) / Fabrik-Nr: 20020027;15831;Waßmannsdorf;;Schindler GmbH;2010;Personenaufzüge;SEIL;2;2;2;10000;21000;AUßEN;10500000;ZUGANGSBAUWERK-BSTG.;10000000;21000000;11000000;22000000;zu Gleis 1;21000000;20020027;ZS2;13,4631305;52,3681806;;
1;3835;Ludwigsfelde;Bahnsteig 2/4 Ri. Berlin;10493414;Az Gl. 2/4 Fabrik.Nr.:284013096;14974;Ludwigsfelde;BSTG 2/4 ZUM PTU;Thyssen Krupp;2014;Personenaufzüge;SEIL;2;2;2;10000;41950;BSTG. ANFANG;6750000;BSTG. ANFANG - PTU;9000000;15400000;11000000;22000000;zu Gleis 2/4;21000000;28401396;ZS2;13,2676335;52,2988303;AUFZUG GLEIS 2/4;Regionalverkehr
5;1126;Darmstadt Hbf;Bahnsteig 3, Gleis 5/6;10543454;Aufzug Bstg 3  HA 301;64293;Darmstadt;;Sieben IAO;2017;Personenaufzüge;SEIL;2;2;2;10000;;;10500000;GLEIS 5/6;;;;;zu Gleis 5/6;;;;8,6298163;49,8725555;;
4;4846;Paderborn Hbf;Bahnsteig 1;10358867;Personenaufzug Gl 1;33102;Paderborn;;OTIS GmbH & Co. OHG;2007;Personenaufzüge;SEIL;3;1;3;;;;;"UG ; AUSG. ; GL 1";10000000;21000000;11000000;22000000;zu Gleis 1;21000000;42KAE393;ZS2;8,7407468;51,7131368;;
4;1289;Dortmund Hbf;Personenaufzug;10014098;HA 1121 Personenaufzug Gleis 6/7;44137;Dortmund;KL. HALLE / S-BAHNSTEIG;C. Haushahn GmbH & Co. KG;1995;Personenaufzüge;HYDRAULISCH;2;1;2;5000;57000;NEBEN;10000000;;;;;;zu Gleis 6/7 (S-Bahn);;;;7,459799393;51,51764257;;
2;1345;Dresden Mitte;Inselbahnsteig 1/2;10208860;Personenaufzug Bahnsteig 1/2  Nr. 55;1067;Dresden;BSTG. 1/2;Schindler GmbH;2002;Personenaufzüge;SEIL;2;1;2;10000;66000;;10000000;;;;;;zu Gleis 1/2;;;;13,7237027;51,0555968;;
1;6840;Messe Nord / ICC (Witzleben);S-Bahnsteig 01;10410630;AZ Gl. 1-2 (Brücke)/Fabrik-Nr: 47KAH660;14057;Berlin;;OTIS GmbH & Co. OHG;2008;Personenaufzüge;SEIL;2;1;2;10000;76200;AUßEN;10000000;"GL1/2;AUSGANG";10000000;15400000;13500000;22000000;zu Gleis 1/2 (S-Bahn);21000000;284008079;ZS2;13,2828215;52,5067928;;
4;3420;Kreuztal;Bahnsteig 01;10378180;Personenaufzug;57223;Kreuztal;;Schindler GmbH;2006;Personenaufzüge;SEIL;2;2;2;10000;42500;;10000000;;;;;;zu Gleis 1;;;;7,9923328;50,955722;;
6;6071;Stuttgart Hbf;Kleine Schalterhalle;10620440;PAufzug_HA1903_vor kl. Schalterhalle;70173;Stuttgart;;;2019;Personenaufzüge;SEIL;;;;;;;;;;;;;;;;;;;;
7;5742;Schweinfurt Hbf;Bahnsteig 2 Gl.2+3;10503235;Personenaufzug;97424;Schweinfurt;BAHNSTEIG 2 GL.2+3;Schindler GmbH;2017;Personenaufzüge;SEIL;2;2;2;10000;45100;GLEIS 2/3;10500000;BAHNSTEIG 2/3;10000000;21000000;11000000;22000000;zu Gleis 2/3;21000000;10966452;ZS2;10,213052;50,035682;;
2;5645;Schönebeck (Elbe);Bahnsteig 3/4;10457770;Personenaufzug 3/4;39218;Schönebeck (Elbe);;Thyssen Krupp;2011;Personenaufzüge;SEIL;2;2;2;10000;41450;;10000000;;;;;;zu Gleis 3/4;;;;11,7332252;52,0187374;;
5;6457;Wabern (Bz Kassel);BSTG 2,Gl.3/4;10501771;Aufzug Bstg 2 HA K35;34590;Wabern;;Schindler;2018;Personenaufzüge;SEIL;2;2;4;10000;46040;;10000000;;;;;;Gleis 3/4;;11038934;;9.35792;51.10278;;
2;335;Bad Schandau;Bahnsteig 3/4;10078557;Personenaufzug Bahnsteig 3/4;1814;Bad Schandau;;OTIS GmbH & Co. OHG;2008;Personenaufzüge;SEIL;2;1;2;10000;;;10250000;;;;;;zu Gleis 3/4;;;;14,138985;50,9188159;;
7;5169;Regensburg Hbf;Mittelbau ERG Treppenhaus;10272663;Personenaufzug EG Treppenh. HA 0013;93047;Regensburg;HAUPTGEBÄUDE;Thyssen Krupp;2004;Personenaufzüge;SEIL;4;1;4;10000;135900;HAUPTGEBÄUDE;13500000;TREPPENHAUS WESTFLÜGEL;11000000;19000000;14000000;22000000;EG - 1.OG - 2.OG;21000000;285204005;ES2;12,09957;49,01229;;
4;6937;Wuppertal-Vohwinkel;Bahnsteig 03 (Gl 5/6 S-Bahn);10352289;Aufzug Gl. 5/6 HA 1062;42327;Wuppertal;PU - GLEIS 5/6;OTIS GmbH & Co. OHG;2007;Personenaufzüge;SEIL;2;2;2;10000;55500;OBEN;6300000;;9010000;14650000;10850000;20970000;zu Gleis 5/6 (S-Bahn);19990000;47KAG301;ES2;7,0719854;51,2337274;;
5;716;Bobenheim;"Bahnsteig 2; Gl.2/3";10505068;Aufzug Bstg.2;67240;Bobenheim;PERSONENAUFZUG HAUSBAHNSTEIG;Schindler GmbH;2015;Personenaufzüge;SEIL;2;2;2;;;;;;;;;;zu Gleis 2/3;;10763497;;8,3502293;49,5882485;;
5;2419;Guntersblum;Bahnsteig 1;10505580;Personenaufzüge Bstg 1 (HA MZ 21);67583;Guntersblum;AUFZUG BAHNSTEIG 1;Schindler GmbH;2015;Personenaufzüge;SEIL;2;2;2;10000;47120;;10500000;;10000000;;;;zu Gleis 1;21000000;10762723;;8,3511715;49,7914779;;
6;2906;Horb;Erdgeschoss / WARTEHALLE;10123094;PAufzug_HA0120_Erg;72160;Horb;HA 0120;Haushahn GmbH & Co. KG;2000;Personenaufzüge;INDIREKT HYDRAULISCH;2;2;2;6300;38700;UNTERF. / WARTEHALLE;8000000;;;;;;zu Gleis 1;;;;8,6888993;48,4417593;;
7;4234;München Hbf;4.031, MIB Erdgeschoß;10491757;HA ??? Markt im Bhf;80335;München;EMF.GEB.MARKT IM BHF ERDGESCH.;OTIS GmbH & Co. OHG;2000;Personenaufzüge;SEIL;2;;;;;;;;;;;;;;;;11Â°33'32.6'E;48Â°08'24.2'N;;
1;545;Berlin-Karlshorst;Erdgeschoss;10495821;AZ westl. Zugang Treskowallee 10775104;10318;Berlin;;Schindler GmbH;2015;Personenaufzüge;SEIL;2;1;2;10000;65300;AUSSEN;10000000;;;;;;zu Gleis 11/12 (S-Bahn);;10775104;;13,5249712;52,4814604;;
6;3927;Neu-Edingen/Friedrichsfeld;Bahnsteig B 2/3;10501045;PA_Schindler 10 78 57 83 Bstg 2/3;68229;Mannheim;BAHNSTEIG 2/3;Schindler;2015;Personenaufzüge;SEIL;2;;2;10000;41360;AUßEN;10500000;BAHNSTEIG 2/3;;;;;zu Gleis 2/3;;;;8,58023;49,44855;;
4;2052;Gelsenkirchen Hbf;Bstg 4 Gl. 8/25 Ri  BO / Wanne;10348330;Personenaufzug HA 0035;45879;Gelsenkirchen;;Schindler GmbH;2006;Personenaufzüge;SEIL;3;2;3;;;;6500000;"GL8;GL25;0OG";9000000;15000000;9000000;21000000;zu Gleis 8/25;21000000;281408;ES2;7,10242609;51,50459952;;
3;3229;Klein Flottbek;S-Bahnsteig Gleis 1/2;10348886;Personenaufzug HA 093;22609;Hamburg;TUNNEL/BSTG;OTIS GmbH & Co. OHG;2005;Personenaufzüge;SEIL;2;2;2;10000;43000;;10250000;;10000000;21000000;11000000;23000000;zu Gleis 1/2 (S-Bahn);21000000;47KAE016;;9,8602729;53,5581098;;
3;2517;Hamburg-Altona;S-Bahnsteig 01, Gl 1/2 (-2 Ebene);10484325;Personenaufzug HA 049  (Gleis 1/2);22765;Hamburg;;ThyssenKrupp Aufzüge GmbH;2012;Personenaufzüge;SEIL;3;2;3;10000;96000;;8500000;;10000000;15700000;12000000;22500000;zu Gleis 1/2 (S-Bahn);21000000;281010054;;9,9345378;53,5516366;;
2;5487;Salzwedel;Bahnsteig 01 (Gleis 1/2);10055506;Personenaufzug bstg 1/2;29410;Salzwedel;BSTG 1/2;OTIS GmbH & Co. OHG;1998;Personenaufzüge;HYDRAULISCH;2;2;2;4000;;OBEN;6300000;;;;;;zu Gleis 1/2;;;;11,1612032;52,8581995;;
1;527;Berlin-Friedrichstraße;Bahnsteig 3/4 (B);10508138;AZ Regio Bstg 3/4 Fabrik Nr: 10904357;10117;Berlin;;Schindler GmbH;2016;Personenaufzüge;SEIL;2;4;4;10000;77600;AUSSEN;10000000;"BSTG. GL 3/4; EG AUSGANG";9000000;21000000;11000000;22000000;zu Gleis 3/4;21000000;10904357;ZS2;13,3865544;52,5203528;;
2;7068;Zwickau (Sachs) Hbf;Zwickau (Sachs) Bahnsteig 3;10447962;Personenaufzug Bst 3/4;8056;Zwickau;BAHNSTEIG 3-4;Thyssen Krupp;2010;Personenaufzüge;SEIL;2;1;2;10000;46000;;10500000;;;;;;zu Gleis 3/4;;;;12,4758272;50,7153667;;
6;1592;Endersbach;Bahnsteig 02;10274126;PAufzug_HA0343_Bstg.2, Gl.2/3;71384;Weinstadt;BAHNSTEIG 2;Kone;2003;Personenaufzüge;SEIL;2;2;2;6300;40000;BAHNSTEIG 1;11500000;;;;;;zu Gleis 2/3;;5840797;;9,3698973;48,8132874;;
4;5251;Rheine;Bahnsteig A - Gleis 2/3;10460175;Personenaufzug Bstg. 1;48431;Rheine;BSTG. 1;otis;2011;Personenaufzüge;SEIL;2;;2;;50000;;12300000;GL2/3;9000000;21000000;11000000;22000000;zu Gleis 2/3;21000000;47KAK528;;7,4344323;52,2764783;;
7;3971;Markt Schwaben;Unterführung als Bahnsteigszugang;10456614;HA 1065 Personenaufzug Hausbahnsteig;85570;Markt Schwaben;SÜD UNTERFÜHRUNG;OTIS GmbH & Co. OHG;2011;Personenaufzüge;SEIL;2;2;2;;;;16500000;;;;;;von EG zu Tunnel (Süd);;;;11,8615643;48,1928075;;
1;6251;Treptower Park;S-Bahnsteig 02 Gl. 2/4;10455447;AZ Gl. 2-4 / Fabrik-Nr: 284010096;12435;Berlin;;Thyssen Krupp;2011;Personenaufzüge;SEIL;2;1;2;10000;53100;AUßEN;10000000;"GL3/4;AUSGANG";9000000;21000000;11000000;21500000;zu Gleis 2/4 (S-Bahn);21000000;284010096;ZS2;13,4618988;52,4937547;;
4;1969;Fröndenberg;Bstg.3,Gl.12/  13;10508886;Personenaufzug Bstg.3,Gl.12/  13;58730;Fröndenberg (Ruhr);;Fa. Schindler;2017;Personenaufzüge;SEIL;2;;;10000;36000;;10500000;;;;;;Gleis 12/13;;;;7,7621711;51,4710330;;
4;2528;Hamm (Westf) Hbf;Bstg 5, Mittel-Bstg,Gl 8 u. 9,;10566392;HA 361 Personenaufzug Gl.8/9;59065;Hamm;HA 361 PERSONENAUFZUG GL.8/9;Schindler GmbH;2018;Personenaufzüge;SEIL;2;;;10000;45110;;8250000;;;;;;zu Gleis 8/9 Abschnitt B/C/D;;10911345;;7,8075207;51,6780904;;
1;5016;Berlin Potsdamer Platz;Zugangspavillon Süd;10305059;AZ3 Gl. 3-4 (S-O Pasarelle)/Nr: 47NK6182;10785;Berlin;;OTIS GmbH & Co. OHG;1999;Personenaufzüge;HYDRAULISCH;3;2;6;6300;148100;SÜDPAVILION;13500000;"GL3/4 SÜD-OST;MITTELPASSARELLE";10000000;22300000;12500000;22500000;zu Gleis 3/4;21000000;47NK6182;ZS2;13,376073;52,5087941;;
6;2814;Hockenheim;Bahnsteig 2/3;10501554;PA_Bstg.2/3_Schindler_10996511;68766;Hockenheim;BAHNSTEIG 2/3;Schindler;2017;Personenaufzüge;SEIL;2;2;2;;54000;;10500000;VON GLEIS 2/3;;;;;zu Gleis 2/3;;10996511;;8,5373678;49,3174014;;
5;1126;Darmstadt Hbf;Bahnsteig 2, Gleis 3/4;10543453;Aufzug Bstg 2 HA 300;64293;Darmstadt;;Sieben IAO;2017;Personenaufzüge;SEIL;2;2;2;10000;53430;;10500000;GLEIS 3/4;;;;;zu Gleis 3/4;;1119420;;8,6300911;49,8725678;;
4;1;Aachen Hbf;Bahnsteig 04  (Gleis 8/9);10355941;Personenaufzug Bstg Gl 8/9;52064;Aachen;BST 4 TREPPENAUFGANG;OTIS GmbH & Co. OHG;2006;Personenaufzüge;SEIL;2;2;2;10000;46500;;10500000;;;;;;zu Gleis 8/9;;;;6,0914006;50,7675157;;
4;3175;Kierberg;Bahnsteig 02 (Mittelbahnsteig);10359210;Personenaufzug HA 0004;50321;Brühl;;THYSSEN;2007;Personenaufzüge;SEIL;2;1;2;10000;46500;BAHNSTEIG 2/3;10000000;;;;;;zu Gleis 1/2;;;;6,8878616;50,8377376;;
2;1359;Dresden-Trachau;Bahnsteig 1/2 Neubau IBN 2016;10499282;Personenaufzug Mittelbstg 1/2;1129;Dresden;;;2016;Personenaufzüge;SEIL;2;;;;;;;;;;;;zu Gleis 1/2;;;;13,7050196;51,0896729;;
4;4762;Köln/Bonn Flughafen;Erdgeschoss;10354309;Aufzug HA 0057 Anbindung Terminal 1;51147;Köln;;TEPPER AUFZÜGE;2004;Personenaufzüge;INDIREKT HYDRAULISCH;3;2;3;5000;102000;;42000000;;;;;;zu Terminal 1;;;;7,119142737;50,8777196;;
